Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 8,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 9,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 10,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 11,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 12,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 13,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForFemaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,338
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlertsStartWith("Male sterilization Followup 1"`late`dateWithYear(3`JANUARY`2012)`dateWithYear(4`JANUARY`2012)`dateWithYear(5`JANUARY`2012)`dateWithYear(6`JANUARY`2012)`dateWithYear(7`JANUARY`2012)`dateWithYear(8`JANUARY`2012)`dateWithYear(9`JANUARY`2012));" is 272.,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlertsStartWith("Male sterilization Followup 2"`due`dateWithYear(1`APRIL`2012)`dateWithYear(2`APRIL`2012)`dateWithYear(3`APRIL`2012));" is 149.,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlertsStartWith("Male sterilization Followup 2"`late`dateWithYear(8`APRIL`2012)`dateWithYear(9`APRIL`2012)`dateWithYear(10`APRIL`2012)`dateWithYear(11`APRIL`2012)`dateWithYear(12`APRIL`2012)`dateWithYear(13`APRIL`2012)`dateWithYear(14`APRIL`2012));" is 263.,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 14,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 3,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 4,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 5,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 6,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 7,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 8,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 9,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 3,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 8,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 9,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 10,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 11,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 12,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 13,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 14,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForMaleSterilizationFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,362
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlertsStartWith("IUD Followup 1"`earliest`dateWithYear(1`JANUARY`2012)`dateWithYear(2`JANUARY`2012)`dateWithYear(3`JANUARY`2012));" is 145.,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlertsStartWith("IUD Followup 1"`due`dateWithYear(1`FEBRUARY`2012)`dateWithYear(2`FEBRUARY`2012)`dateWithYear(3`FEBRUARY`2012));" is 143.,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlertsStartWith("IUD Followup 1"`late`dateWithYear(8`FEBRUARY`2012)`dateWithYear(9`FEBRUARY`2012)`dateWithYear(10`FEBRUARY`2012)`dateWithYear(11`FEBRUARY`2012)`dateWithYear(12`FEBRUARY`2012)`dateWithYear(13`FEBRUARY`2012));" is 238.,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlertsStartWith("IUD Followup 2"`due`dateWithYear(1`MAY`2012)`dateWithYear(2`MAY`2012)`dateWithYear(3`MAY`2012));" is 128.,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Long Statement,The length of the statement "schedule.assertAlertsStartWith("IUD Followup 2"`late`dateWithYear(8`MAY`2012)`dateWithYear(9`MAY`2012)`dateWithYear(10`MAY`2012)`dateWithYear(11`MAY`2012)`dateWithYear(12`MAY`2012)`dateWithYear(13`MAY`2012)`dateWithYear(14`MAY`2012)`dateWithYear(15`MAY`2012));" is 260.,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 14,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 3,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 3,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 8,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 9,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 10,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 11,381
SEL-columbia_dristhi,org.ei.drishti.integration,DrishtiSchedulesIntegrationTest,shouldProvideAlertsForIUDFollowupAtTheRightTimes,Magic Number,The method contains a magic number: 2012,381
